2,2,0.000038
2,3,0.000068
2,5,0.000029
2,6,0.000017
2,7,0.000015
2,9,0.000015
2,11,0.000015
2,12,0.000015
2,13,0.000007
2,14,0.000017
2,15,0.000573
2,16,0.000147
2,18,0.000015
2,19,0.000014
2,20,0.000059
2,22,0.000013
2,27,0.000014
2,28,0.000015
2,29,0.000014
2,34,0.000016
2,35,0.000014
2,36,0.000014
2,37,0.000015
2,40,0.000281
2,42,0.000005
2,44,0.000163
2,47,0.000016
2,49,0.000016
2,50,0.000015
2,64,0.000018
2,65,0.000168
